#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-05-20 18:41:13
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-05-20 18:41:13 118.67.248.120 HEAD / - 80 - 199.58.164.121 Mozilla/5.0+(compatible;+Uptimebot/1.0;++http://www.uptime.com/uptimebot) 200 0 0 850
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-05-20 19:10:02
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-05-20 19:10:02 118.67.248.120 HEAD /Fckeditorold/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 786
2017-05-20 19:10:02 118.67.248.120 HEAD /editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 747
2017-05-20 19:10:02 118.67.248.120 HEAD /templates/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 783
2017-05-20 19:10:02 118.67.248.120 HEAD /js/editor/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 746
2017-05-20 19:10:02 118.67.248.120 HEAD /editor1/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 752
2017-05-20 19:10:02 118.67.248.120 HEAD /admin/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 729
2017-05-20 19:10:02 118.67.248.120 HEAD /sysadmin/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 753
2017-05-20 19:10:02 118.67.248.120 HEAD /js/outils/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 745
2017-05-20 19:10:02 118.67.248.120 HEAD /includes/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 754
2017-05-20 19:10:02 118.67.248.120 HEAD /common/fckeditor/editor/dialog/fck_about.html - 80 - 120.39.108.180 - 404 0 64 752
