#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-25 20:02:18
2017-04-26 09:17:38 118.67.248.120 GET /robots.txt - 80 - 77.75.76.167 Mozilla/5.0+(compatible;+SeznamBot/3.2;++http://napoveda.seznam.cz/en/seznambot-intro/) 404 0 2 467
2017-04-26 09:17:41 118.67.248.120 GET /assets/images/news3.jpg - 80 - 77.75.76.167 Mozilla/5.0+(compatible;+SeznamBot/3.2;++http://napoveda.seznam.cz/en/seznambot-intro/) 200 0 0 984
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 09:39:55
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 09:39:55 118.67.248.120 GET / - 80 - 180.76.15.141 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) 200 0 0 601
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 10:28:12
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 10:28:11 118.67.248.120 GET /robots.txt - 80 - 66.249.66.132 Mozilla/5.0+(compatible;+Googlebot/2.1;++http://www.google.com/bot.html) 404 0 2 681
2017-04-26 10:28:14 118.67.248.120 GET /assets/images/slides/img1.jpg 1493078400045 80 - 66.249.66.132 Googlebot-Image/1.0 200 0 0 3502
2017-04-26 10:39:37 118.67.248.120 GET /assets/images/slides/img3.jpg 1493078410080 80 - 66.249.66.132 Googlebot-Image/1.0 200 0 0 2618
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 11:04:29
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 11:04:28 118.67.248.120 GET /assets/images/slides/img2.jpg 1493078400047 80 - 66.249.66.128 Googlebot-Image/1.0 200 0 0 2177
2017-04-26 11:04:42 118.67.248.120 GET /images/img5794343.jpg - 80 - 103.2.81.141 Mozilla/5.0+(Windows+NT+5.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/49.0.2623.112+Safari/537.36 200 0 0 438
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 12:05:56
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 12:05:55 118.67.248.120 GET /robots.txt - 80 - 77.75.77.17 Mozilla/5.0+(compatible;+SeznamBot/3.2;++http://napoveda.seznam.cz/en/seznambot-intro/) 404 0 2 507
2017-04-26 12:05:59 118.67.248.120 GET /images/portfolio/img7.jpg - 80 - 77.75.77.17 Mozilla/5.0+(compatible;+SeznamBot/3.2;++http://napoveda.seznam.cz/en/seznambot-intro/) 404 0 2 397
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 12:23:53
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 12:23:53 118.67.248.120 GET /images/img5794343.jpg - 80 - 49.203.248.23 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/57.0.2987.133+Safari/537.36 200 0 0 1020
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 12:50:32
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 12:50:32 118.67.248.120 GET / - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 1112
2017-04-26 12:50:32 118.67.248.120 GET /assets/css/bootstrap-theme.css - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 611
2017-04-26 12:50:32 118.67.248.120 GET /assets/css/font-awesome.min.css - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 870
2017-04-26 12:50:32 118.67.248.120 GET /assets/js/modernizr-latest.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 716
2017-04-26 12:50:32 118.67.248.120 GET /assets/css/style.css - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 962
2017-04-26 12:50:33 118.67.248.120 GET /assets/css/camera.css - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 1104
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/jquery.mobile.customized.min.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 240
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/jquery.easing.1.3.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 291
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/fancybox/jquery.fancybox.pack.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 571
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/bootstrap.min.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 262
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/custom.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 365
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/camera.min.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 585
2017-04-26 12:50:33 118.67.248.120 GET /assets/css/bootstrap.min.css - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 1725
2017-04-26 12:50:33 118.67.248.120 GET /assets/js/jquery.min.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 1167
2017-04-26 12:50:34 118.67.248.120 GET /assets/fonts/fontawesome-webfont.ttf v=4.0.3 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 496
2017-04-26 12:50:35 118.67.248.120 GET /robots.txt - 80 - 54.80.76.27 Python-urllib/1.17 404 0 2 503
2017-04-26 12:50:36 118.67.248.120 GET /contact.html - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 517
2017-04-26 12:50:36 118.67.248.120 GET /assets/js/google-map.js - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 330
2017-04-26 12:50:37 118.67.248.120 GET /index.html - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 472
2017-04-26 12:50:38 118.67.248.120 GET /about.html - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 523
2017-04-26 12:50:40 118.67.248.120 GET / - 80 - 54.80.76.27 Mozilla/5.0+(X11;+Linux+x86_64)+AppleWebKit/534.34+(KHTML,+like+Gecko)+Qt/4.8.2 200 0 0 485
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2017-04-26 14:22:33
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) sc-status sc-substatus sc-win32-status time-taken
2017-04-26 14:22:33 118.67.248.120 GET / - 80 - 66.220.152.137 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) 304 0 0 621
2017-04-26 14:22:33 118.67.248.120 GET / - 80 - 66.220.152.133 facebookexternalhit/1.1+(+http://www.facebook.com/externalhit_uatext.php) 304 0 0 246
2017-04-26 14:22:35 118.67.248.120 GET / - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 403
2017-04-26 14:22:40 118.67.248.120 GET /assets/css/bootstrap-theme.css - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 3001
2017-04-26 14:22:43 118.67.248.120 GET /assets/images/logo.png - 80 - 49.44.51.212 Mozilla/5.0+(Linux;+Android+5.1.1;+LG-K420+Build/LMY47V;+wv)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Version/4.0+Chrome/50.0.2661.86+Mobile+Safari/537.36+[FB_IAB/FB4A;FBAV/121.0.0.20.69;] 200 0 0 3568
